,wave_id,transcript,Speaker,Gender,Age_Range,Pronunciation_dialect
31036,a0013,"He was a head shorter than his companion, of almost delicate physique.",3184,Male,Adult,Canadian English
50819,b0173,To these he gave castor oil.,5200,Male,Adult,American English
34741,a0436,But Martin smiled a superior smile.,3559,Male,Adult,American English
21864,a0542,"Without a doubt, some of them have dinner engagements.",2242,Male,Adult,British English
48116,a0543,"I had been born with no organic, chemical predisposition toward alcohol.",4925,Male,Youth,British English
1107,a0455,"I obeyed, and a minute or two later they stood before him.",113,Male,Youth,European English
27794,b0493,You yellow giant thing of the frost.,2854,Male,Adult,American English
42425,rp-27," falls upon the green of the first,",4351,Male,Adult,European English
28224,b0424,"It is a very tenable hypothesis, and will bear looking into.",2900,Male,Senior,British English
29410,a0442,You live on an income which your father earned.,3020,Male,Adult,American English
26417,a0079,It was a large canoe.,2716,Male,Adult,American English
10189,a0145,"I have to be careful of them, as they tear very easily.",1049,Male,Adult,American English
45737,b0142,Something vastly more thrilling had come into it now.,4685,Male,Adult,American English
45593,a0136,"About him, everywhere, were the evidences of luxury and of age.",4671,Male,Adult,American English
25355,rp-25,The actual primary rainbow observed is said to be the effect of,2609,Male,Adult,American English
42282,a0183,And the air was growing chilly.,4337,Male,Adult,Australian English
27487,b0463,Take my advice and accept the vacation.,2823,Male,Adult,American English
5681,a0283,"The woman in you is only incidental, accidental, and irrelevant.",585,Male,Adult,American English
26559,b0140,"They edged nearer, and stood shoulder to shoulder facing their world.",2730,Male,Adult,American English
51185,a0213,Between him and the beach was the cane-grass fence of the compound.,5237,Male,Adult,American English
22634,en-0513,but will he be extended a full time offer?,2333,Male,Adult,European English
35369,a0048,"He looked at the handkerchief more, closely.",3638,Male,Adult,South African English
2621,a0349,"It was simple, in its way, and no virtue of his.",270,Male,Adult,American English
36956,a0498,The lines were now very taut.,3799,Male,Adult,British English
26502,a0092,"He went down in midstream, searching the shadows of both shores.",2724,Male,Adult,American English
53433,b0381,And how would we ever find ourselves.,5463,Male,Adult,American English
16714,a0225,I was brought up the way most girls in Hawaii are brought up.,1710,Male,Adult,American English
34446,b0429,And the Eurasian Chinese-Englishman bowed himself away.,3529,Male,Adult,American English
24305,b0509,He had fulfilled his duty and paid properly.,2505,Male,Adult,Indian English
30885,b0410,Have you ever earned a dollar by your own labour.,3169,Male,Adult,American English
47191,a0113,I suppose you picked that lingo up among the Indians.,4831,Male,Youth,American English
35048,rp-17,Others have tried to explain the phenomenon physically.,3606,Male,Adult,European English
5151,rp-24,and the width of the colored band increases as the size of the drops increases.,530,Male,Adult,Other
21190,b0018,I was completely lost in my work.,2169,Male,Adult,American English
40941,a0192,He did not rush in.,4202,Male,Adult,Australian English
17007,a0553,"I am writing these lines in Honolulu, Hawaii.",1739,Male,Adult,British English
10087,a0157,"He had worshiped her, as Dante might have worshiped Beatrice.",1038,Male,Adult,American English
36912,b0123,Neither could they understand the growing disaffection among Thorpe's men.,3795,Male,Adult,American English
8717,b0102,I'll only be in the way.,895,Male,Adult,American English
46860,b0333,"It does, was her audacious answer.",4798,Male,Adult,American English
20397,rb-30,might all be valid commands,2085,Male,Youth,Other
23148,a0038,We'll have to watch our chances.,2389,Male,Adult,European English
52152,a0415,It lasted as a deterrent for two days.,5334,Male,Adult,American English
43522,a0231,The Resident Commissioner is away in Australia.,4462,Male,Adult,European English
42972,ar-19,"""Well,"" said the old rat, ""we can't wait for you to join us. Right about face! March!""",4406,Male,Adult,American English
39520,b0539,"You were making them talk shop, Ruth charged him.",4059,Male,Adult,British English
32372,b0300,Does the old boy often go off at half-cock that way.,3321,Male,Adult,American English
46816,b0482,Many other similar disconcerting omissions will be noticed in the Manuscript.,4793,Male,Adult,American English
29219,b0163,The moon had already begun its westward decline.,3000,Male,Adult,British English
53661,a0168,Low bush whipped him in the face and left no sting.,5486,Male,Adult,New Zealand English
36223,a0029,Their forces were already moving into the north country.,3724,Male,Adult,American English
4337,b0254,At the same time spears and arrows began to fall among the invaders.,448,Male,Adult,American English
22950,b0139,Together they ate the rabbit.,2369,Male,Adult,European English
12491,b0034,He confessed that the sketch had startled him.,1281,Male,Youth,American English
13517,a0102,He will follow us soon.,1385,Male,Adult,Other
12900,b0203,A month in Australia would finish me.,1323,Male,Adult,American English
8209,a0231,The Resident Commissioner is away in Australia.,843,Male,Adult,European English
19806,b0464,I could not agree with Ernest.,2024,Male,Senior,American English
53797,a0023,combination of Canadian capital quickly organized and for the same privileges.,5497,Male,Youth,Australian English
10068,a0175,Down there the earth was already swelling with life.,1036,Male,Adult,American English
21858,b0116,"I have hunted along this ridge, replied Philip.",2241,Male,Youth,Other
16043,rp-22,Many complicated ideas about the rainbow have been formed.,1642,Male,Adult,American English
5328,b0237,They just lay off in the bush and plugged away.,547,Male,Adult,Canadian English
30458,b0293,Between him and all domestic animals there must be no hostilities.,3125,Male,Adult,British English
31438,b0383,A bush chief had died a natural death.,3225,Male,Adult,Canadian English
50957,b0230,"Now run along, and tell them to hurry.",5214,Male,Adult,American English
15621,b0366,I forgot how easily I had taught myself from the printed page.,1599,Male,Adult,British English
24347,a0033,"He unfolded a long typewritten letter, and handed it to Gregson.",2509,Male,Senior,American English
49196,b0038,In her haste to get away she had forgotten these things.,5037,Male,Youth,American English
11992,b0080,Tomorrow it will be strong enough for you to stand upon.,1231,Male,Youth,European English
3705,b0038,In her haste to get away she had forgotten these things.,383,Male,Youth,American English
54229,a0294,He had been foiled in his attempt to escape.,5541,Male,Adult,American English
52527,a0024,It was my reports from the north which chiefly induced people to buy.,5371,Male,Adult,European English
42884,b0016,He chuckled as he pulled out his pipe and began filling it.,4398,Male,Adult,Indian English
29894,b0394,"The boy hesitated, then mastered his temper.",3068,Male,Adult,Australian English
45707,a0290,One by one the boys were captured.,4682,Male,Adult,American English
16042,rp-21,but refraction by the raindrops which causes the rainbows.,1642,Male,Adult,American English
52846,a0100,"You must sleep, he urged.",5403,Male,Adult,American English
7734,b0473,Then there was the campaign.,795,Male,Adult,Indian English
57851,rb-15,One way to deal with this is to use only a limited number of available commands.,5904,Male,Adult,Other
29929,b0013,"Lakes and rivers, hundreds of them, thousands of them.",3072,Male,Adult,Australian English
15037,b0190,"Idealism led him to philosophic anarchy, and his family threw him off.",1540,Male,Adult,British English
26390,b0062,Now it was missing from the wall.,2713,Male,Adult,American English
41699,b0531,I am sure it must have been some adventure.,4278,Male,Adult,European English
10750,a0029,Their forces were already moving into the north country.,1105,Male,Adult,American English
38380,rp-30," common type of bow, one showing mainly red and yellow,",3944,Male,Adult,American English
12999,b0334,"Oh, it's just a novel, a love story.",1333,Male,Adult,American English
2343,b0372,Mr McVeigh told me about him.,243,Male,Adult,Canadian English
53615,b0005,His slim fingers closed like steel about Philip's.,5481,Male,Youth,European English
57353,a0287,Keep an eye on him.,5854,Male,Adult,British English
57475,b0002,"You got out by fighting, and I through a pretty girl.",5866,Male,Adult,European English
29283,a0390,I'll go over tomorrow afternoon.,3007,Male,Adult,British English
46421,a0487,"The river bared its bosom, and snorting steamboats challenged the wilderness.",4754,Male,Adult,American English
42940,b0318,Again he had done the big thing.,4403,Male,Adult,American English
50167,b0482,Many other similar disconcerting omissions will be noticed in the Manuscript.,5134,Male,Adult,American English
56004,a0372,"He saw only the effect in a general, sketchy way.",5718,Male,Adult,American English
50354,b0100,"There was one chance, and only one, of saving Jeanne.",5153,Male,Adult,Australian English
39490,b0381,And how would we ever find ourselves.,4056,Male,Adult,British English
7605,b0515,But already he had composed himself.,782,Male,Adult,European English
24332,a0283,"The woman in you is only incidental, accidental, and irrelevant.",2507,Male,Adult,American English
38875,b0418,At that moment I got the impression that she was willowy.,3994,Male,Adult,European English
27995,rb-01,Hand-held devices such as personal digital assistants and smartphones are quite small.,2877,Male,Senior,British English
796,b0236,Oolong was two hundred and fifty miles from the nearest land.,82,Male,Adult,European English
7539,b0473,Then there was the campaign.,775,Male,Adult,British English
15703,a0191,For a time the exciting thrill of his adventure was gone.,1607,Male,Adult,Indian English
13578,b0098,Philip looked back from the crest and saw Jeanne leaning over the canoe.,1391,Male,Adult,American English
43766,a0274,And Raoul listened again to the tale of the house.,4487,Male,Adult,Other
36304,a0258,Soaked in seawater they offset the heat rays.,3733,Male,Adult,American English
27433,a0422,Halfway around the track one donkey got into an argument with its rider.,2817,Male,Adult,European English
4491,b0237,They just lay off in the bush and plugged away.,464,Male,Adult,European English
57,b0321,"Instead, he arrived on the night of the second day.",6,Male,Adult,Other
29418,a0444,Then you don't believe in altruism.,3020,Male,Adult,American English
27970,b0192,"Outsiders are allowed five minute speeches, the sick man urged.",2874,Male,Adult,British English
